batting_team,bowling_team,venue,current_score,is_powerplay,balls_left,wickets_left,current_run_rate,Top_Order,Middle_Order,Lower_Order,Tail,last_five,Death_Overs,final_score
Afghanistan,India,St Lucia,57,0,49,7,4.8169014084507,0,1,0,0,26,0,115
England,West Indies,London,137,0,14,5,7.75471698113208,0,0,1,0,33,1,161
West Indies,India,Lauderhill,44,0,62,5,4.55172413793104,0,0,1,0,16,0,95
New Zealand,Bangladesh,Mirpur,70,0,81,10,10.7692307692308,1,0,0,0,55,0,204
England,Pakistan,Manchester,87,0,56,8,8.15625,0,1,0,0,54,0,131
Pakistan,New Zealand,Hamilton,44,0,74,8,5.73913043478261,0,1,0,0,23,0,168
New Zealand,South Africa,Durban,60,0,83,10,9.72972972972973,1,0,0,0,55,0,151
Sri Lanka,India,Colombo,114,0,33,4,7.86206896551724,0,0,0,1,30,0,170
Pakistan,England,Dubai,72,0,44,6,5.68421052631579,0,0,1,0,39,0,129
New Zealand,South Africa,Centurion,173,0,1,3,8.72268907563025,0,0,0,1,40,1,177
New Zealand,England,Pallekele,107,0,23,6,6.61855670103093,0,0,1,0,42,1,148
India,Bangladesh,Nagpur,109,0,36,7,7.78571428571429,0,1,0,0,50,0,174
Sri Lanka,Pakistan,Lahore,147,0,1,4,7.41176470588235,0,0,0,1,41,1,147
West Indies,Australia,Brisbane,106,0,46,7,8.5945945945946,0,1,0,0,46,0,191
Sri Lanka,Pakistan,Dubai,142,0,3,5,7.28205128205128,0,0,1,0,54,1,145
New Zealand,Bangladesh,Mirpur,77,0,71,9,9.42857142857143,1,0,0,0,44,0,204
New Zealand,Pakistan,Dubai,137,0,4,2,7.08620689655172,0,0,0,1,46,1,144
Australia,Pakistan,Dubai,81,0,16,2,4.67307692307692,0,0,0,1,23,1,89
Bangladesh,Australia,Mirpur,127,0,18,7,7.47058823529412,0,1,0,0,37,1,153
Sri Lanka,Pakistan,Dubai,104,0,46,9,8.43243243243243,1,0,0,0,47,0,211
New Zealand,India,Rajkot,84,0,59,10,8.26229508196721,1,0,0,0,43,0,196
Pakistan,West Indies,Dubai,43,0,79,9,6.29268292682927,1,0,0,0,39,0,160
South Africa,Australia,Centurion,133,0,14,5,7.52830188679245,0,0,1,0,50,1,156
Bangladesh,West Indies,Lauderhill,66,1,90,9,13.2,1,0,0,0,66,0,184
India,England,Cardiff,134,0,2,5,6.8135593220339,0,0,1,0,45,1,148
New Zealand,Sri Lanka,Lauderhill,51,0,65,7,5.56363636363636,0,1,0,0,24,0,120
South Africa,New Zealand,Auckland,78,0,61,7,7.93220338983051,0,1,0,0,38,0,165
Afghanistan,West Indies,St Kitts,78,0,44,7,6.15789473684211,0,1,0,0,25,0,146
England,Sri Lanka,Bristol,66,0,61,8,6.71186440677966,0,1,0,0,36,0,136
New Zealand,South Africa,Johannesburg,111,0,12,3,6.16666666666667,0,0,0,1,30,1,129
West Indies,England,Barbados,69,0,68,9,7.96153846153846,1,0,0,0,38,0,170
Sri Lanka,Pakistan,Lahore,49,1,92,10,10.5,1,0,0,0,49,0,165
Sri Lanka,West Indies,Mirpur,89,0,41,7,6.75949367088608,0,1,0,0,31,0,160
South Africa,New Zealand,Chittagong,78,0,47,7,6.41095890410959,0,1,0,0,34,0,170
West Indies,England,Nottingham,93,0,36,7,6.64285714285714,0,1,0,0,44,0,172
New Zealand,India,Auckland,154,0,4,3,7.96551724137931,0,0,0,1,33,1,158
Pakistan,New Zealand,Auckland,94,0,42,7,7.23076923076923,0,1,0,0,36,0,171
New Zealand,Bangladesh,Pallekele,134,0,22,8,8.20408163265306,0,1,0,0,45,1,191
New Zealand,West Indies,Auckland,110,0,31,6,7.41573033707865,0,0,1,0,37,0,155
West Indies,New Zealand,Auckland,60,0,51,6,5.21739130434783,0,0,1,0,35,0,126
Pakistan,Sri Lanka,Hambantota,23,0,77,8,3.2093023255814,0,1,0,0,12,0,122
New Zealand,Bangladesh,Pallekele,62,0,69,9,7.29411764705882,1,0,0,0,43,0,191
India,New Zealand,Wellington,148,0,9,2,8,0,0,0,1,46,1,165
New Zealand,England,Wellington,161,0,8,3,8.625,0,0,0,1,40,1,176
Sri Lanka,India,Colombo,74,0,67,9,8.37735849056604,1,0,0,0,37,0,171
New Zealand,South Africa,Durban,41,0,64,4,4.39285714285714,0,0,0,1,22,0,86
South Africa,Sri Lanka,Hambantota,145,0,10,8,7.90909090909091,0,1,0,0,43,1,163
England,Pakistan,Dubai,64,0,61,9,6.50847457627119,1,0,0,0,38,0,148
West Indies,India,Mirpur,73,0,35,8,5.15294117647059,0,1,0,0,28,0,129
New Zealand,South Africa,Johannesburg,81,0,40,5,6.075,0,0,1,0,19,0,129
Bangladesh,Pakistan,Cape Town,87,0,50,6,7.45714285714286,0,0,1,0,33,0,140
Australia,England,Manchester,136,0,7,6,7.2212389380531,0,0,1,0,52,1,145
South Africa,West Indies,Durban,125,0,32,9,8.52272727272727,1,0,0,0,31,0,195
New Zealand,Pakistan,Wellington,105,0,48,7,8.75,0,1,0,0,42,0,196
West Indies,India,Lauderhill,56,0,77,8,7.81395348837209,0,1,0,0,34,0,143
Pakistan,West Indies,Trinidad,115,0,26,6,7.34042553191489,0,0,1,0,31,1,137
Australia,India,Sydney,156,0,13,7,8.74766355140187,0,1,0,0,52,1,171
Bangladesh,Sri Lanka,Colombo,51,1,90,9,10.2,1,0,0,0,51,0,155
Sri Lanka,New Zealand,Auckland,142,0,0,2,7.1,0,0,0,1,44,1,142
Bangladesh,West Indies,Lauderhill,70,0,57,7,6.66666666666667,0,1,0,0,42,0,171
Sri Lanka,Australia,Cape Town,55,0,53,3,4.92537313432836,0,0,0,1,29,0,101
England,South Africa,Johannesburg,114,0,44,7,9,0,1,0,0,48,0,202
Sri Lanka,India,Chandigarh,79,0,79,9,11.5609756097561,1,0,0,0,60,0,206
Pakistan,New Zealand,Auckland,188,0,8,7,10.0714285714286,0,1,0,0,55,1,201
New Zealand,Australia,Auckland,154,0,45,9,12.32,1,0,0,0,73,0,243
Australia,England,Barbados,24,1,89,7,4.64516129032258,0,1,0,0,21,0,147
Australia,India,Chandigarh,96,0,45,7,7.68,0,1,0,0,24,0,160
England,Pakistan,Dubai,72,0,64,7,7.71428571428571,0,1,0,0,37,0,150
New Zealand,Pakistan,Barbados,46,0,77,8,6.41860465116279,0,1,0,0,25,0,133
New Zealand,Bangladesh,Kolkata,60,0,59,8,5.9016393442623,0,1,0,0,25,0,145
South Africa,West Indies,Johannesburg,203,0,21,6,12.3030303030303,0,0,1,0,67,1,231
New Zealand,England,Hamilton,141,0,23,6,8.72164948453608,0,0,1,0,45,1,192
England,South Africa,Barbados,57,1,87,9,10.3636363636364,1,0,0,0,53,0,168
South Africa,Bangladesh,Johannesburg,107,0,49,6,9.04225352112676,0,0,1,0,42,0,118
England,Afghanistan,Delhi,58,0,62,4,6,0,0,0,1,21,0,142
England,Pakistan,Abu Dhabi,118,0,5,4,6.15652173913044,0,0,0,1,35,1,129
Pakistan,New Zealand,Dubai,161,0,1,3,8.11764705882353,0,0,0,1,45,1,161
Australia,England,Southampton,41,0,78,7,5.85714285714286,0,1,0,0,38,0,157
New Zealand,South Africa,Durban,76,0,61,8,7.72881355932203,0,1,0,0,33,0,153
West Indies,New Zealand,Auckland,41,0,71,8,5.02040816326531,0,1,0,0,27,0,126
Sri Lanka,Australia,Pallekele,84,0,52,8,7.41176470588235,0,1,0,0,35,0,198
Pakistan,Australia,Dubai,128,0,17,7,7.45631067961165,0,1,0,0,39,1,151
West Indies,England,Nottingham,29,1,85,8,4.97142857142857,0,1,0,0,24,0,172
New Zealand,Bangladesh,Kolkata,52,0,72,9,6.5,1,0,0,0,29,0,145
West Indies,Bangladesh,Mirpur,116,0,31,8,7.82022471910112,0,1,0,0,42,0,171
West Indies,Bangladesh,Dhaka,176,0,24,5,11,0,0,1,0,46,1,190
South Africa,England,Cape Town,154,0,1,3,7.76470588235294,0,0,0,1,60,1,154
Sri Lanka,India,Colombo,60,1,84,8,10,0,1,0,0,56,0,170
England,Pakistan,Manchester,100,0,35,6,7.05882352941176,0,0,1,0,33,0,135
New Zealand,England,Pallekele,68,0,47,6,5.58904109589041,0,0,1,0,25,0,148
Bangladesh,India,Colombo,58,0,73,7,7.40425531914894,0,1,0,0,32,0,166
Pakistan,South Africa,Centurion,89,0,57,8,8.47619047619048,0,1,0,0,42,0,168
Sri Lanka,Bangladesh,Pallekele,134,0,23,6,8.28865979381443,0,0,1,0,34,1,198
Sri Lanka,England,Southampton,74,0,67,7,8.37735849056604,0,1,0,0,51,0,140
New Zealand,Sri Lanka,Mount Maunganui,96,0,61,10,9.76271186440678,1,0,0,0,44,0,182
West Indies,England,Barbados,126,0,22,7,7.71428571428571,0,1,0,0,39,1,170
New Zealand,South Africa,Durban,91,0,58,9,8.80645161290323,1,0,0,0,45,0,151
England,Pakistan,Manchester,63,0,72,9,7.875,1,0,0,0,45,0,135
Australia,West Indies,Mirpur,50,0,78,7,7.14285714285714,0,1,0,0,27,0,178
Sri Lanka,West Indies,Barbados,125,0,35,9,8.82352941176471,1,0,0,0,49,0,195
Bangladesh,India,Colombo,119,0,16,4,6.86538461538462,0,0,0,1,30,1,139
India,Australia,Durban,144,0,22,7,8.81632653061224,0,1,0,0,62,1,188
India,New Zealand,Mount Maunganui,117,0,30,8,7.8,0,1,0,0,33,0,163
Sri Lanka,South Africa,Delhi,45,1,90,8,9,0,1,0,0,45,0,120
New Zealand,India,Nagpur,44,0,71,7,5.38775510204082,0,1,0,0,27,0,126
India,England,Mumbai,121,0,26,5,7.72340425531915,0,0,1,0,33,1,177
Pakistan,Sri Lanka,Hambantota,99,0,20,6,5.94,0,0,1,0,45,1,122
Sri Lanka,Pakistan,Dubai,132,0,7,6,7.00884955752212,0,0,1,0,46,1,145
New Zealand,England,Wellington,130,0,4,3,6.72413793103448,0,0,0,1,35,1,139
Pakistan,Australia,Perth,34,1,84,7,5.66666666666667,0,1,0,0,30,0,106
Pakistan,Sri Lanka,Hambantota,66,0,38,6,4.82926829268293,0,0,1,0,32,0,122
England,South Africa,Durban,44,1,88,9,8.25,1,0,0,0,43,0,204
Sri Lanka,Pakistan,Lahore,53,0,76,7,7.22727272727273,0,1,0,0,30,0,147
Bangladesh,Sri Lanka,Colombo,78,0,73,8,9.95744680851064,0,1,0,0,53,0,176
Australia,West Indies,London,100,0,36,6,7.14285714285714,0,0,1,0,45,0,169
Sri Lanka,Pakistan,Abu Dhabi,95,0,54,7,8.63636363636364,0,1,0,0,31,0,141
South Africa,Sri Lanka,Colombo,57,0,47,6,4.68493150684932,0,0,1,0,26,0,115
West Indies,New Zealand,Auckland,81,0,74,5,10.5652173913043,0,0,1,0,35,0,180
South Africa,Australia,Centurion,124,0,3,3,6.35897435897436,0,0,0,1,42,1,128
New Zealand,West Indies,Auckland,94,0,47,7,7.72602739726027,0,1,0,0,40,0,155
Bangladesh,Sri Lanka,Colombo,131,0,18,5,7.70588235294118,0,0,1,0,44,1,155
West Indies,New Zealand,Auckland,24,0,82,9,3.78947368421053,1,0,0,0,17,0,126
South Africa,West Indies,Durban,94,0,62,10,9.72413793103448,1,0,0,0,47,0,195
South Africa,New Zealand,Auckland,61,0,74,7,7.95652173913044,0,1,0,0,39,0,165
West Indies,Bangladesh,Johannesburg,145,0,8,5,7.76785714285714,0,0,1,0,50,1,164
South Africa,New Zealand,London,47,0,81,10,7.23076923076923,1,0,0,0,38,0,128
South Africa,New Zealand,London,92,0,27,5,5.93548387096774,0,0,1,0,29,1,128
West Indies,England,London,104,0,27,5,6.70967741935484,0,0,1,0,35,1,125
South Africa,Australia,Centurion,144,0,5,5,7.51304347826087,0,0,1,0,49,1,156
Australia,South Africa,Cape Town,84,0,78,10,12,1,0,0,0,64,0,193
Bangladesh,Pakistan,Lahore,136,0,2,5,6.91525423728814,0,0,1,0,37,1,141
New Zealand,South Africa,Johannesburg,45,0,82,8,7.10526315789474,0,1,0,0,39,0,129
England,Australia,Hobart,110,0,43,6,8.57142857142857,0,0,1,0,31,0,155
Sri Lanka,Australia,Pallekele,54,1,85,9,9.25714285714286,1,0,0,0,52,0,157
Sri Lanka,India,Nagpur,78,0,65,9,8.50909090909091,1,0,0,0,52,0,215
West Indies,Bangladesh,Mirpur,122,0,25,8,7.70526315789474,0,1,0,0,36,1,171
South Africa,Australia,Johannesburg,106,0,51,7,9.21739130434783,0,1,0,0,36,0,204
England,Australia,Cardiff,135,0,30,8,9,0,1,0,0,73,0,182
Sri Lanka,England,Southampton,114,0,40,5,8.55,0,0,1,0,37,0,163
Bangladesh,India,Mirpur,75,0,49,6,6.33802816901409,0,0,1,0,41,0,138
India,Sri Lanka,Colombo,133,0,26,7,8.48936170212766,0,1,0,0,48,1,174
India,Bangladesh,Delhi,76,0,46,7,6.16216216216216,0,1,0,0,31,0,148
Pakistan,South Africa,Centurion,172,0,17,5,10.0194174757282,0,0,1,0,40,1,195
Australia,India,Sydney,100,0,34,6,6.97674418604651,0,0,1,0,27,0,164
South Africa,India,Johannesburg,126,0,0,1,6.3,0,0,0,1,28,1,126
South Africa,Australia,Johannesburg,75,0,63,9,7.89473684210526,1,0,0,0,36,0,201
New Zealand,West Indies,Auckland,152,0,2,3,7.72881355932203,0,0,0,1,42,1,155
Pakistan,Sri Lanka,Hambantota,20,0,83,8,3.24324324324324,0,1,0,0,14,0,122
Sri Lanka,England,St Lucia,86,0,28,6,5.60869565217391,0,0,1,0,30,0,128
Sri Lanka,Bangladesh,Pallekele,98,0,51,7,8.52173913043478,0,1,0,0,30,0,198
Bangladesh,Sri Lanka,Colombo,70,0,71,7,8.57142857142857,0,1,0,0,40,0,155
India,Australia,Melbourne,62,0,31,3,4.17977528089888,0,0,0,1,19,0,74
Pakistan,England,Cardiff,133,0,30,8,8.86666666666667,0,1,0,0,51,0,173
New Zealand,Bangladesh,Mount Maunganui,54,0,62,7,5.58620689655172,0,1,0,0,18,0,194
India,Bangladesh,Colombo,80,0,54,9,7.27272727272727,1,0,0,0,30,0,176
Sri Lanka,South Africa,Cape Town,98,0,26,5,6.25531914893617,0,0,1,0,26,1,134
Pakistan,Australia,St Lucia,37,1,86,10,6.52941176470588,1,0,0,0,36,0,191
England,South Africa,Chester-le-Street,110,0,7,3,5.84070796460177,0,0,0,1,29,1,118
India,England,Colombo,113,0,31,8,7.61797752808989,0,1,0,0,35,0,170
West Indies,Australia,Colombo,99,0,49,7,8.36619718309859,0,1,0,0,38,0,191
Pakistan,Bangladesh,Mirpur,71,0,65,8,7.74545454545455,0,1,0,0,28,0,190
Australia,India,Mumbai,111,0,40,7,8.325,0,1,0,0,41,0,166
Pakistan,India,Mirpur,82,0,43,7,6.38961038961039,0,1,0,0,36,0,130
New Zealand,West Indies,Auckland,137,0,14,5,7.75471698113208,0,0,1,0,40,1,155
Bangladesh,Australia,Mirpur,108,0,35,8,7.62352941176471,0,1,0,0,52,0,153
New Zealand,England,Wellington,110,0,47,9,9.04109589041096,1,0,0,0,53,0,196
West Indies,Bangladesh,Mirpur,141,0,18,6,8.29411764705882,0,0,1,0,45,1,197
England,New Zealand,Auckland,78,0,69,7,9.17647058823529,0,1,0,0,43,0,184
Australia,South Africa,Cape Town,164,0,13,6,9.19626168224299,0,0,1,0,38,1,193
Australia,India,Barbados,140,0,39,9,10.3703703703704,1,0,0,0,68,0,184
West Indies,Pakistan,Abu Dhabi,67,0,41,5,5.08860759493671,0,0,1,0,36,0,103
New Zealand,West Indies,Hamilton,101,0,64,10,10.8214285714286,1,0,0,0,57,0,191
Pakistan,Australia,St Lucia,35,1,87,10,6.36363636363636,1,0,0,0,35,0,191
Sri Lanka,West Indies,Bangalore,67,0,41,5,5.08860759493671,0,0,1,0,20,0,122
Sri Lanka,Australia,Melbourne,34,1,91,8,7.03448275862069,0,1,0,0,34,0,142
Sri Lanka,Australia,Cape Town,49,0,57,3,4.66666666666667,0,0,0,1,28,0,101
Pakistan,Australia,Mirpur,61,0,70,8,7.32,0,1,0,0,45,0,191
India,South Africa,St Lucia,89,0,47,8,7.31506849315069,0,1,0,0,50,0,186
Australia,South Africa,Brisbane,174,0,13,8,9.75700934579439,0,1,0,0,47,1,209
Pakistan,South Africa,Abu Dhabi,84,0,43,5,6.54545454545455,0,0,1,0,37,0,119
England,South Africa,Cape Town,101,0,26,4,6.4468085106383,0,0,0,1,23,1,134
South Africa,India,Johannesburg,132,0,35,9,9.31764705882353,1,0,0,0,53,0,219
Sri Lanka,India,Chandigarh,187,0,8,3,10.0178571428571,0,0,0,1,37,1,206
West Indies,England,London,53,0,77,9,7.3953488372093,1,0,0,0,41,0,169
India,Australia,Colombo,102,0,28,5,6.65217391304348,0,0,1,0,29,1,140
Sri Lanka,West Indies,London,72,0,62,10,7.44827586206897,1,0,0,0,40,0,158
Sri Lanka,New Zealand,Auckland,101,0,22,2,6.18367346938776,0,0,0,1,40,1,115
Sri Lanka,South Africa,Delhi,120,0,3,0,6.15384615384615,0,0,0,1,25,1,120
South Africa,England,Cape Town,145,0,5,3,7.56521739130435,0,0,0,1,53,1,154
Sri Lanka,Pakistan,Hambantota,77,0,30,5,5.13333333333333,0,0,1,0,24,0,132
Bangladesh,New Zealand,Napier,77,0,39,5,5.7037037037037,0,0,1,0,18,0,141
England,India,London,83,0,47,8,6.82191780821918,0,1,0,0,32,0,153
England,India,London,44,0,82,9,6.94736842105263,1,0,0,0,41,0,153
England,Australia,Birmingham,127,0,55,8,11.7230769230769,0,1,0,0,57,0,221
South Africa,West Indies,Cape Town,127,0,21,6,7.6969696969697,0,0,1,0,37,1,165
Bangladesh,Pakistan,Pallekele,74,0,70,8,8.88,0,1,0,0,39,0,175
England,Afghanistan,Delhi,64,0,54,4,5.81818181818182,0,0,0,1,21,0,142
South Africa,Sri Lanka,Hambantota,57,1,88,8,10.6875,0,1,0,0,53,0,78
India,South Africa,St Lucia,36,1,85,8,6.17142857142857,0,1,0,0,31,0,186
West Indies,New Zealand,Lauderhill,75,0,58,9,7.25806451612903,1,0,0,0,36,0,209
England,South Africa,Johannesburg,87,0,59,7,8.55737704918033,0,1,0,0,41,0,202
Pakistan,England,Dubai,26,0,82,8,4.10526315789474,0,1,0,0,21,0,129
West Indies,Sri Lanka,Colombo,75,0,34,7,5.23255813953488,0,1,0,0,44,0,137
South Africa,New Zealand,Wellington,38,1,85,8,6.51428571428571,0,1,0,0,35,0,147
South Africa,Australia,Cape Town,45,0,72,8,5.625,0,1,0,0,35,0,146
Pakistan,South Africa,St Lucia,30,0,74,7,3.91304347826087,0,1,0,0,20,0,148
Pakistan,Bangladesh,Mirpur,98,0,21,6,5.93939393939394,0,0,1,0,55,1,129
South Africa,Sri Lanka,Cape Town,124,0,24,7,7.75,0,1,0,0,35,1,169
Pakistan,South Africa,Centurion,120,0,32,5,8.18181818181818,0,0,1,0,37,0,168
Sri Lanka,West Indies,Bangalore,121,0,2,2,6.15254237288136,0,0,0,1,40,1,122
South Africa,Australia,Sydney,99,0,44,8,7.81578947368421,0,1,0,0,37,0,145
South Africa,India,Johannesburg,118,0,8,4,6.32142857142857,0,0,0,1,41,1,126
Australia,Pakistan,Harare,56,0,82,10,8.8421052631579,1,0,0,0,45,0,183
India,New Zealand,Wellington,79,0,52,7,6.97058823529412,0,1,0,0,31,0,149
England,South Africa,Cardiff,118,0,46,9,9.56756756756757,1,0,0,0,59,0,181
Bangladesh,Pakistan,Cape Town,119,0,31,4,8.02247191011236,0,0,0,1,39,0,140
Bangladesh,Australia,Bangalore,64,0,61,7,6.50847457627119,0,1,0,0,39,0,156
Sri Lanka,New Zealand,Nottingham,109,0,30,7,7.26666666666667,0,1,0,0,29,0,158
New Zealand,England,Manchester,34,0,82,8,5.36842105263158,0,1,0,0,33,0,123
South Africa,England,Cape Town,153,0,2,3,7.77966101694915,0,0,0,1,59,1,154
Pakistan,South Africa,Abu Dhabi,40,0,74,5,5.21739130434783,0,0,1,0,22,0,120
New Zealand,India,Nagpur,54,0,62,7,5.58620689655172,0,1,0,0,27,0,126
Pakistan,New Zealand,Dubai,103,0,41,7,7.82278481012658,0,1,0,0,35,0,153
Sri Lanka,India,Colombo,134,0,21,4,8.12121212121212,0,0,0,1,33,1,170
England,West Indies,Barbados,98,0,55,9,9.04615384615385,1,0,0,0,34,0,165
Australia,New Zealand,Sydney,79,0,51,7,6.8695652173913,0,1,0,0,30,0,150
West Indies,Australia,St Lucia,56,0,69,7,6.58823529411765,0,1,0,0,27,0,105
Pakistan,South Africa,Abu Dhabi,85,0,26,4,5.42553191489362,0,0,0,1,30,1,120
India,Sri Lanka,Colombo,28,1,92,8,6,0,1,0,0,28,0,174
England,New Zealand,Hamilton,171,0,9,5,9.24324324324324,0,0,1,0,49,1,194
England,Australia,Melbourne,135,0,3,4,6.92307692307692,0,0,0,1,47,1,137
Sri Lanka,Australia,Pallekele,102,0,50,7,8.74285714285714,0,1,0,0,44,0,157
England,Australia,Birmingham,204,0,11,6,11.2293577981651,0,0,1,0,55,1,221
South Africa,India,Mirpur,45,0,83,8,7.2972972972973,0,1,0,0,32,0,172
Australia,Pakistan,St Lucia,164,0,20,6,9.84,0,0,1,0,64,1,191
Pakistan,Australia,Dubai,69,0,67,10,7.81132075471698,1,0,0,0,40,0,150
Pakistan,West Indies,Trinidad,131,0,3,2,6.71794871794872,0,0,0,1,45,1,132
Bangladesh,Pakistan,Pallekele,126,0,36,8,9,0,1,0,0,48,0,175
New Zealand,West Indies,Auckland,142,0,10,5,7.74545454545455,0,0,1,0,41,1,155
England,New Zealand,Auckland,134,0,46,7,10.8648648648649,0,1,0,0,55,0,214
West Indies,Afghanistan,Lucknow,106,0,43,7,8.25974025974026,0,1,0,0,35,0,164
Sri Lanka,New Zealand,Auckland,87,0,28,2,5.67391304347826,0,0,0,1,29,1,115
India,England,Durban,78,0,65,10,8.50909090909091,1,0,0,0,47,0,218
India,New Zealand,Christchurch,130,0,16,3,7.5,0,0,0,1,33,1,162
West Indies,Australia,Barbados,138,0,32,5,9.40909090909091,0,0,1,0,28,0,160
Sri Lanka,India,Colombo,58,0,78,8,8.28571428571429,0,1,0,0,33,0,152
South Africa,England,Centurion,166,0,29,7,10.9450549450549,0,1,0,0,55,1,222
West Indies,Bangladesh,Johannesburg,70,0,59,9,6.88524590163934,1,0,0,0,41,0,164
Bangladesh,Australia,Bangalore,103,0,31,6,6.9438202247191,0,0,1,0,39,0,156
West Indies,Sri Lanka,Pallekele,27,0,80,8,4.05,0,1,0,0,23,0,129
New Zealand,Sri Lanka,Lauderhill,77,0,25,2,4.86315789473684,0,0,0,1,19,1,81
New Zealand,England,Delhi,98,0,49,8,8.28169014084507,0,1,0,0,43,0,153
Pakistan,Australia,Perth,97,0,16,2,5.59615384615385,0,0,0,1,24,1,106
Bangladesh,Australia,Bangalore,155,0,1,5,7.81512605042017,0,0,1,0,51,1,156
South Africa,Sri Lanka,Hambantota,156,0,5,8,8.13913043478261,0,1,0,0,51,1,163
Australia,South Africa,Johannesburg,106,0,20,4,6.36,0,0,0,1,33,1,147
Bangladesh,South Africa,Cape Town,101,0,54,4,9.18181818181818,0,0,0,1,28,0,144
West Indies,Bangladesh,Dhaka,177,0,21,4,10.7272727272727,0,0,0,1,43,1,190
Bangladesh,Sri Lanka,Colombo,139,0,11,4,7.65137614678899,0,0,0,1,43,1,155
West Indies,England,Barbados,110,0,41,8,8.35443037974684,0,1,0,0,44,0,170
England,New Zealand,Auckland,173,0,7,2,9.1858407079646,0,0,0,1,54,1,184
New Zealand,England,Pallekele,67,0,51,7,5.82608695652174,0,1,0,0,25,0,148
South Africa,Sri Lanka,Johannesburg,33,1,88,8,6.1875,0,1,0,0,33,0,113
New Zealand,Pakistan,Dubai,90,0,36,6,6.42857142857143,0,0,1,0,25,0,153
New Zealand,Sri Lanka,Colombo,56,0,76,10,7.63636363636364,1,0,0,0,43,0,170
Pakistan,England,Cardiff,36,1,88,8,6.75,0,1,0,0,33,0,173
Pakistan,Sri Lanka,Colombo,83,0,50,7,7.11428571428571,0,1,0,0,37,0,175
Australia,New Zealand,Perth,69,0,64,8,7.39285714285714,0,1,0,0,39,0,186
Pakistan,England,Dubai,119,0,17,5,6.93203883495146,0,0,1,0,42,1,144
South Africa,England,Chittagong,116,0,37,8,8.3855421686747,0,1,0,0,42,0,196
Australia,South Africa,Adelaide,124,0,16,5,7.15384615384615,0,0,1,0,35,1,144
West Indies,Afghanistan,St Kitts,60,0,81,9,9.23076923076923,1,0,0,0,42,0,112
England,South Africa,Cape Town,121,0,10,2,6.6,0,0,0,1,33,1,134
South Africa,West Indies,Cape Town,35,1,84,8,5.83333333333333,0,1,0,0,28,0,165
Pakistan,Australia,Abu Dhabi,57,0,71,9,6.97959183673469,1,0,0,0,30,0,155
Australia,Bangladesh,Barbados,87,0,25,4,5.49473684210526,0,0,0,1,29,1,141
Pakistan,South Africa,St Lucia,135,0,14,4,7.64150943396226,0,0,0,1,53,1,148
West Indies,South Africa,Johannesburg,61,0,81,10,9.38461538461539,1,0,0,0,51,0,205
New Zealand,Australia,Sydney,22,1,92,7,4.71428571428571,0,1,0,0,22,0,117
Sri Lanka,India,Chandigarh,165,0,26,5,10.531914893617,0,0,1,0,44,1,206
West Indies,Australia,Brisbane,42,1,86,9,7.41176470588235,1,0,0,0,38,0,191
Pakistan,England,Manchester,116,0,44,8,9.1578947368421,0,1,0,0,51,0,190
England,South Africa,Durban,182,0,9,4,9.83783783783784,0,0,0,1,69,1,204
Australia,India,Sydney,75,0,65,7,8.18181818181818,0,1,0,0,34,0,197
Sri Lanka,Pakistan,Abu Dhabi,68,0,43,3,5.2987012987013,0,0,0,1,19,0,102
New Zealand,Sri Lanka,Pallekele,101,0,44,8,7.97368421052632,0,1,0,0,43,0,174
Sri Lanka,Pakistan,Hambantota,110,0,9,3,5.94594594594595,0,0,0,1,43,1,132
England,Australia,Southampton,135,0,13,5,7.57009345794393,0,0,1,0,43,1,145
Pakistan,Australia,Dubai,32,1,86,7,5.64705882352941,0,1,0,0,29,0,96
South Africa,New Zealand,Johannesburg,107,0,33,5,7.37931034482759,0,0,1,0,23,0,133
West Indies,England,London,24,1,88,8,4.5,0,1,0,0,23,0,113
South Africa,England,Centurion,116,0,66,10,12.8888888888889,1,0,0,0,81,0,241
West Indies,England,London,56,0,75,9,7.46666666666667,1,0,0,0,36,0,125
Pakistan,West Indies,Karachi,56,0,83,9,9.08108108108108,1,0,0,0,39,0,203
England,India,London,153,0,0,3,7.65,0,0,0,1,49,1,153
Pakistan,Bangladesh,Kolkata,157,0,24,8,9.8125,0,1,0,0,58,1,201
New Zealand,West Indies,Hamilton,56,1,85,10,9.6,1,0,0,0,47,0,191
Pakistan,Sri Lanka,Lahore,103,0,36,8,7.35714285714286,0,1,0,0,38,0,180
New Zealand,South Africa,Centurion,46,1,89,10,8.90322580645161,1,0,0,0,42,0,177
Pakistan,Australia,Abu Dhabi,74,0,63,9,7.78947368421053,1,0,0,0,40,0,155
New Zealand,Pakistan,Napier,58,0,77,8,8.09302325581395,0,1,0,0,45,0,173
New Zealand,Bangladesh,Mount Maunganui,144,0,37,7,10.4096385542169,0,1,0,0,70,0,195
Sri Lanka,England,Chittagong,131,0,29,9,8.63736263736264,1,0,0,0,56,1,189
Pakistan,New Zealand,Mount Maunganui,39,1,86,9,6.88235294117647,1,0,0,0,32,0,181
Sri Lanka,Pakistan,Dubai,31,1,88,9,5.8125,1,0,0,0,29,0,145
Sri Lanka,Pakistan,London,68,0,46,5,5.51351351351351,0,0,1,0,28,0,138
New Zealand,South Africa,Durban,142,0,8,4,7.60714285714286,0,0,0,1,29,1,151
India,New Zealand,Delhi,78,0,62,10,8.06896551724138,1,0,0,0,40,0,202
India,Bangladesh,Nagpur,91,0,50,8,7.8,0,1,0,0,44,0,174
